Id,Name,State__c,Grade_Level__c
01tWj00000BgsvRIAR,Tennessee TCAP Success Grade 6 Social Studies - Color Print + Digital,,
01tWj00000BgsvSIAR,Tennessee TCAP Success Grade 6 Social Studies - Digital Only,,
01tWj00000BgsvTIAR,Tennessee TCAP Success Grade 7 English Language Arts - Color Print + Digital,,
01tWj00000BgsvUIAR,Tennessee TCAP Success Grade 7 English Language Arts - Digital Only,,
01tWj00000BgsvVIAR,Tennessee TCAP Success Grade 7 Mathematics - Color Print + Digital,,
01tWj00000BgsvWIAR,Tennessee TCAP Success Grade 7 Mathematics - Digital Only,,
01tWj00000BgsvXIAR,Tennessee TCAP Success Grade 7 Science - Color Print + Digital,,
01tWj00000BgsvYIAR,Tennessee TCAP Success Grade 7 Science - Digital Only,,
01tWj00000BgsvZIAR,Tennessee TCAP Success Grade 7 Social Studies - Color Print + Digital,,
01tWj00000BgsvaIAB,Tennessee TCAP Success Grade 7 Social Studies - Digital Only,,
01tWj00000BgsvbIAB,Tennessee TCAP Success Grade 8 English Language Arts - Color Print + Digital,,
01tWj00000BgsvcIAB,Tennessee TCAP Success Grade 8 English Language Arts - Digital Only,,
01tWj00000BgsvdIAB,Tennessee TCAP Success Grade 8 Mathematics - Color Print + Digital,,
01tWj00000BgsveIAB,Tennessee TCAP Success Grade 8 Mathematics - Digital Only,,
01tWj00000BgsvfIAB,Tennessee TCAP Success Grade 8 Science - Color Print + Digital,,
01tWj00000BgsvgIAB,Tennessee TCAP Success Grade 8 Science - Digital Only,,
01tWj00000BgsvhIAB,Tennessee TCAP Success Grade 8 Social Studies - Color Print + Digital,,
01tWj00000BgsviIAB,Tennessee TCAP Success Grade 8 Social Studies - Digital Only,,
01tWj00000BgsvjIAB,Tennessee TCAP Success US History - Color Print + Digital,,
01tWj00000BgsvkIAB,Tennessee TCAP Success US History - Digital Only,,
01tWj00000BgsvrIAB,Test - Color Print + Digital,,
01tWj00000BgsvsIAB,Test - Digital Only,,
01tWj00000BgsvtIAB,Test TLG Product - Color Print + Digital,,
01tWj00000BgsvuIAB,Test TLG Product - Digital Only,,
01tWj00000BgsvvIAB,US History Foundations - Color Print + Digital,,
01tWj00000BgsvwIAB,US History Foundations - Digital Only,,
01tWj00000Bgsw3IAB,Virginia SOL Success Grade 3 Mathematics - Color Print + Digital,,
01tWj00000Bgsw5IAB,Virginia SOL Success Grade 3 Reading - Color Print + Digital,,
01tWj00000Bgsw6IAB,Virginia SOL Success Grade 3 Reading - Digital Only,,
01tWj00000Bgsw7IAB,Virginia SOL Success Grade 4 Reading - Color Print + Digital,,
01tWj00000Bgsw8IAB,Virginia SOL Success Grade 4 Reading - Digital Only,,
01tWj00000Bgsw9IAB,Virginia SOL Success Grade 8 Reading - Color Print + Digital,,
01tWj00000BgswAIAR,Virginia SOL Success Grade 8 Reading - Digital Only,,
01tWj00000BiqnmIAB,Georgia K-12 Standards Success Enhanced Algebra: Concepts & Connections EOC,Georgia,Grade 8
01tWj00000BiwefIAB,Georgia K-12 Standards Success Kindergarten ELA,Georgia,Grade K
01tWj00000BiwgHIAR,Georgia K-12 Standards Success Kindergarten Mathematics,Georgia,Grade K
01tWj00000C34qxIAB,Adult Basic Curriculum ELA VIII,Alabama;Alaska;Arizona;Arkansas;California;Colorado;Connecticut;Delaware;District of Columbia;Florida;Georgia;Hawaii;Idaho;Illinois;Indiana;Iowa;Kansas;Louisiana;Maine;Maryland;Massachusetts;Michigan;Minnesota;Mississippi;Missouri;Montana;Nebraska;Nevada;New Hampshire;New Jersey;New Mexico;New York;North Carolina;North Dakota;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;South Dakota;Texas;Utah;Vermont;Virginia;Washington;West Virginia;Wisconsin;Wyoming,Grade 10;Grade 11;Grade 12;Grade 9
01tWj00000C2ya3IAB,Adult Basic Curriculum Math IX,Alabama;Alaska;Arizona;Arkansas;California;Colorado;Connecticut;Delaware;District of Columbia;Florida;Georgia;Hawaii;Idaho;Illinois;Indiana;Iowa;Kansas;Louisiana;Maine;Maryland;Massachusetts;Michigan;Minnesota;Mississippi;Missouri;Montana;Nebraska;Nevada;New Hampshire;New Jersey;New Mexico;New York;North Carolina;North Dakota;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;South Dakota;Texas;Utah;Vermont;Virginia;Washington;West Virginia;Wisconsin;Wyoming,Grade 10;Grade 11;Grade 12;Grade 9
01tWj00000C34tfIAB,Adult Basic Curriculum Math IV,Alabama;Alaska;Arizona;Arkansas;California;Colorado;Connecticut;Delaware;District of Columbia;Florida;Georgia;Hawaii;Idaho;Illinois;Indiana;Iowa;Kansas;Louisiana;Maine;Maryland;Massachusetts;Michigan;Minnesota;Mississippi;Missouri;Montana;Nebraska;Nevada;New Hampshire;New Jersey;New Mexico;New York;North Carolina;North Dakota;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;South Dakota;Texas;Utah;Vermont;Virginia;Washington;West Virginia;Wisconsin;Wyoming,Grade 10;Grade 11;Grade 12;Grade 9
01tWj00000C35A1IAJ,Adult Basic Curriculum Math VIII,Alabama;Alaska;Arizona;Arkansas;California;Colorado;Connecticut;Delaware;District of Columbia;Florida;Georgia;Hawaii;Idaho;Illinois;Indiana;Iowa;Kansas;Louisiana;Maine;Maryland;Massachusetts;Michigan;Minnesota;Mississippi;Missouri;Montana;Nebraska;Nevada;New Hampshire;New Jersey;New Mexico;New York;North Carolina;North Dakota;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;South Dakota;Texas;Utah;Vermont;Virginia;Washington;West Virginia;Wisconsin;Wyoming,Grade 10;Grade 11;Grade 12;Grade 9
01tWj00000C2x6pIAB,Adult Basic Curriculum Math VII,Alabama;Alaska;Arizona;Arkansas;California;Colorado;Connecticut;Delaware;District of Columbia;Florida;Georgia;Hawaii;Idaho;Illinois;Indiana;Iowa;Kansas;Louisiana;Maine;Maryland;Massachusetts;Michigan;Minnesota;Mississippi;Missouri;Montana;Nebraska;Nevada;New Hampshire;New Jersey;New Mexico;New York;North Carolina;North Dakota;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;South Dakota;Texas;Utah;Vermont;Virginia;Washington;West Virginia;Wisconsin;Wyoming,Grade 10;Grade 11;Grade 12;Grade 9
01tWj00000C35ChIAJ,Alabama Course of Study Success KIndergarten ELA,Alabama,Grade K
01tWj00000C35CgIAJ,Alabama ACAP Success Grade 7 Science,Alabama,Grade 7
01tWj00000C35CfIAJ,Alabama ACAP Success Grade 5 Science,Alabama,Grade 5
01tWj00000C35CdIAJ,Alabama ACAP Success Grade 3 Science,Alabama,Grade 3
01tWj00000C35W4IAJ,Common Core in Algebra I,Alaska;Arizona;California;Colorado;Connecticut;Delaware;District of Columbia;Florida;Hawaii;Idaho;Illinois;Indiana;Iowa;Kansas;Maine;Maryland;Massachusetts;Michigan;Minnesota;Mississippi;Missouri;Montana;Nebraska;Nevada;New Hampshire;New Jersey;New Mexico;New York;North Dakota;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;South Dakota;Texas;Utah;Vermont;Virginia;Washington;West Virginia;Wisconsin;Wyoming,Grade 10;Grade 11;Grade 12;Grade 9
01tWj00000C35YjIAJ,Common Core in Algebra II,Alaska;Arizona;California;Colorado;Connecticut;Delaware;District of Columbia;Florida;Hawaii;Idaho;Illinois;Indiana;Iowa;Kansas;Maine;Maryland;Massachusetts;Michigan;Minnesota;Mississippi;Missouri;Montana;Nebraska;Nevada;New Hampshire;New Jersey;New Mexico;New York;North Dakota;Ohio;Oregon;Pennsylvania;Rhode Island;South Dakota;Texas;Utah;Vermont;Virginia;Washington;West Virginia;Wisconsin;Wyoming,Grade 10;Grade 11;Grade 12;Grade 9
01tWj00000C35VhIAJ,California Common Core State Standards In Grade 3 English Language Arts,California,Grade 3
01tWj00000C35ViIAJ,California Common Core State Standards in Grade 3 Mathematics,California,Grade 3
01tWj00000C35VjIAJ,California Common Core State Standards in Grade 4 English Language Arts,California,Grade 4
01tWj00000C35VkIAJ,California Common Core State Standards in Grade 4 Mathematics,California,Grade 4
01tWj00000C35VlIAJ,California Common Core State Standards in Grade 5 English Language Arts,California,Grade 5
01tWj00000C35VmIAJ,California Common Core State Standards in Grade 5 Mathematics,California,Grade 5
01tWj00000C35VnIAJ,California Common Core State Standards in Grade 6 English Language Arts,California,Grade 6
01tWj00000C35VoIAJ,California Common Core State Standards in Grade 6 Mathematics,California,Grade 6
01tWj00000C35VpIAJ,California Common Core State Standards in Grade 7 English Language Arts,California,Grade 7
01tWj00000C35VqIAJ,California Common Core State Standards in Grade 7 Mathematics,California,Grade 7
01tWj00000C35VrIAJ,California Common Core State Standards in Grade 8 English Language Arts,California,Grade 8
01tWj00000C35VsIAJ,California Common Core State Standards in Grade 8 Mathematics,California,Grade 8
01tWj00000C35dkIAB,Common Core in Geometry,Alaska;Arizona;California;Colorado;Connecticut;Delaware;District of Columbia;Florida;Hawaii;Idaho;Illinois;Indiana;Iowa;Kansas;Maine;Maryland;Massachusetts;Michigan;Mississippi;Missouri;Montana;Nebraska;Nevada;New Hampshire;New Jersey;New Mexico;New York;North Dakota;Ohio;Oregon;Pennsylvania;Rhode Island;South Dakota;Texas;Utah;Vermont;Virginia;Washington;West Virginia;Wisconsin;Wyoming,Grade 10;Grade 11;Grade 12;Grade 9
01tWj00000C35hBIAR,Common Core in Grade 3 Mathematics,Alaska;Arizona;California;Colorado;Connecticut;Delaware;District of Columbia;Florida;Hawaii;Idaho;Illinois;Indiana;Iowa;Kansas;Maine;Maryland;Massachusetts;Michigan;Minnesota;Mississippi;Missouri;Montana;Nebraska;Nevada;New Hampshire;New Jersey;New Mexico;New York;North Dakota;Ohio;Oregon;Pennsylvania;Rhode Island;South Dakota;Texas;Utah;Vermont;Virginia;Washington;West Virginia;Wisconsin;Wyoming,Grade 3
01tWj00000C35hkIAB,Common Core in Grade 4 English Language Arts,Alaska;Arizona;California;Colorado;Connecticut;Delaware;District of Columbia;Florida;Hawaii;Idaho;Illinois;Indiana;Iowa;Kansas;Maine;Maryland;Massachusetts;Michigan;Minnesota;Mississippi;Missouri;Montana;Nebraska;Nevada;New Hampshire;New Jersey;New Mexico;New York;North Dakota;Ohio;Oregon;Pennsylvania;Rhode Island;South Dakota;Texas;Utah;Vermont;Virginia;Washington;West Virginia;Wisconsin;Wyoming,Grade 4
01tWj00000C35iQIAR,Common Core in Grade 4 Mathematics,Alaska;Arizona;California;Colorado;Connecticut;Delaware;District of Columbia;Florida;Hawaii;Idaho;Illinois;Indiana;Iowa;Kansas;Maine;Maryland;Massachusetts;Michigan;Minnesota;Mississippi;Missouri;Montana;Nebraska;Nevada;New Hampshire;New Jersey;New Mexico;New York;North Dakota;Ohio;Oregon;Pennsylvania;Rhode Island;South Dakota;Texas;Utah;Vermont;Virginia;Washington;West Virginia;Wisconsin;Wyoming,Grade 4
01tWj00000C35j6IAB,Common Core in Grade 5 English Language Arts,Alaska;Arizona;California;Colorado;Connecticut;Delaware;District of Columbia;Florida;Hawaii;Idaho;Illinois;Indiana;Iowa;Kansas;Maine;Maryland;Massachusetts;Michigan;Minnesota;Mississippi;Missouri;Montana;Nebraska;Nevada;New Hampshire;New Jersey;New Mexico;New York;North Dakota;Ohio;Oregon;Pennsylvania;Rhode Island;South Dakota;Texas;Utah;Vermont;Virginia;Washington;West Virginia;Wisconsin;Wyoming,Grade 5
01tWj00000C35jmIAB,Common Core in Grade 5 Mathematics,Alaska;Arizona;California;Colorado;Connecticut;Delaware;District of Columbia;Florida;Hawaii;Idaho;Illinois;Indiana;Iowa;Kansas;Maine;Maryland;Massachusetts;Michigan;Minnesota;Mississippi;Missouri;Montana;Nebraska;Nevada;New Hampshire;New Jersey;New Mexico;New York;North Dakota;Ohio;Oregon;Pennsylvania;Rhode Island;South Dakota;Texas;Utah;Vermont;Virginia;Washington;West Virginia;Wisconsin;Wyoming,Grade 5
01tWj00000C35gzIAB,Common Core in Grade 3 English Language Arts,Alaska;Arizona;California;Colorado;Connecticut;Delaware;District of Columbia;Florida;Hawaii;Idaho;Illinois;Indiana;Iowa;Kansas;Maine;Maryland;Massachusetts;Michigan;Minnesota;Mississippi;Missouri;Montana;Nebraska;Nevada;New Hampshire;New Jersey;New Mexico;New York;North Dakota;Ohio;Oregon;Pennsylvania;Rhode Island;South Dakota;Texas;Utah;Vermont;Virginia;Washington;West Virginia;Wisconsin;Wyoming,Grade 3
01tWj00000C36SNIAZ,Georgia Technical College Readiness Mathematics (TCRM),Georgia,Grade 10;Grade 11;Grade 12
01tWj00000C36SHIAZ,Georgia Coordinate Algebra EOC,Georgia,Grade 10;Grade 11;Grade 12;Grade 9
01tWj00000C36SDIAZ,Georgia Analytic Geometry EOC,Georgia,Grade 10;Grade 11;Grade 12;Grade 9
01tWj00000C37hXIAR,Adult Basic Curriculum Math V,Alabama;Alaska;Arizona;Arkansas;California;Colorado;Connecticut;Delaware;District of Columbia;Florida;Georgia;Hawaii;Idaho;Illinois;Indiana;Iowa;Kansas;Louisiana;Maine;Maryland;Massachusetts;Michigan;Minnesota;Mississippi;Missouri;Montana;Nebraska;Nevada;New Hampshire;New Jersey;New Mexico;New York;North Carolina;North Dakota;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;South Dakota;Texas;Utah;Vermont;Virginia;Washington;West Virginia;Wisconsin;Wyoming,Grade 10;Grade 11;Grade 12;Grade 9
01tWj00000C37lZIAR,Adult Basic Curriculum Math VI,Alabama;Alaska;Arizona;Arkansas;California;Colorado;Connecticut;Delaware;District of Columbia;Florida;Georgia;Hawaii;Idaho;Illinois;Indiana;Iowa;Kansas;Louisiana;Maine;Maryland;Massachusetts;Michigan;Minnesota;Mississippi;Missouri;Montana;Nebraska;Nevada;New Hampshire;New Jersey;New Mexico;New York;North Carolina;North Dakota;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;South Dakota;Texas;Utah;Vermont;Virginia;Washington;West Virginia;Wisconsin;Wyoming,Grade 10;Grade 11;Grade 12;Grade 9
01tWj00000C385KIAR,Common Core in Grade 6 Mathematics,Alaska;Arizona;California;Colorado;Connecticut;Delaware;District of Columbia;Florida;Hawaii;Idaho;Illinois;Indiana;Iowa;Kansas;Maine;Maryland;Massachusetts;Michigan;Minnesota;Mississippi;Missouri;Montana;Nebraska;Nevada;New Hampshire;New Jersey;New Mexico;New York;North Dakota;Ohio;Oregon;Pennsylvania;Rhode Island;South Dakota;Texas;Utah;Vermont;Virginia;Washington;West Virginia;Wisconsin;Wyoming,Grade 6
01tWj00000C3840IAB,Common Core in Grade 6 English Language Arts,Alaska;Arizona;California;Colorado;Connecticut;Delaware;District of Columbia;Florida;Hawaii;Idaho;Illinois;Indiana;Iowa;Kansas;Maine;Maryland;Massachusetts;Michigan;Minnesota;Mississippi;Missouri;Montana;Nebraska;Nevada;New Hampshire;New Jersey;New Mexico;New York;North Dakota;Ohio;Oregon;Pennsylvania;Rhode Island;South Dakota;Texas;Utah;Vermont;Virginia;Washington;West Virginia;Wisconsin;Wyoming,Grade 6
01tWj00000C385MIAR,Common Core in Grade 7 English Language Arts,Alaska;Arizona;California;Colorado;Connecticut;Delaware;District of Columbia;Florida;Hawaii;Idaho;Illinois;Indiana;Iowa;Kansas;Maine;Maryland;Massachusetts;Michigan;Minnesota;Mississippi;Missouri;Montana;Nebraska;Nevada;New Hampshire;New Jersey;New Mexico;New York;North Dakota;Ohio;Oregon;Pennsylvania;Rhode Island;South Dakota;Texas;Utah;Vermont;Virginia;Washington;West Virginia;Wisconsin;Wyoming,Grade 7
01tWj00000C3862IAB,Common Core in Grade 7 Mathematics,Alaska;Arizona;California;Colorado;Connecticut;Delaware;District of Columbia;Florida;Hawaii;Idaho;Illinois;Indiana;Iowa;Kansas;Maine;Maryland;Massachusetts;Michigan;Minnesota;Mississippi;Missouri;Montana;Nebraska;Nevada;New Hampshire;New Jersey;New Mexico;New York;North Dakota;Ohio;Oregon;Pennsylvania;Rhode Island;South Dakota;Texas;Utah;Vermont;Virginia;Washington;West Virginia;Wisconsin;Wyoming,Grade 7
01tWj00000C386iIAB,Common Core in Grade 8 English Language Arts,Alaska;Arizona;California;Colorado;Connecticut;Delaware;District of Columbia;Florida;Hawaii;Idaho;Illinois;Indiana;Iowa;Kansas;Maine;Maryland;Massachusetts;Michigan;Minnesota;Mississippi;Missouri;Montana;Nebraska;Nevada;New Hampshire;New Jersey;New Mexico;New York;North Dakota;Ohio;Oregon;Pennsylvania;Rhode Island;South Dakota;Texas;Utah;Vermont;Virginia;Washington;West Virginia;Wisconsin;Wyoming,Grade 8
01tWj00000C38BpIAJ,Common Core in Grades 9-10 English Language Arts,Alaska;Arizona;California;Colorado;Connecticut;Delaware;District of Columbia;Florida;Hawaii;Idaho;Illinois;Indiana;Iowa;Kansas;Maine;Maryland;Massachusetts;Michigan;Minnesota;Mississippi;Missouri;Montana;Nebraska;Nevada;New Hampshire;New Jersey;New Mexico;New York;North Dakota;Ohio;Oregon;Pennsylvania;Rhode Island;South Dakota;Texas;Utah;Vermont;Virginia;Washington;West Virginia;Wisconsin;Wyoming,Grade 10;Grade 9
01tWj00000C38COIAZ,District of Columbia PARCC Grade 3 ELA,District of Columbia,Grade 3
01tWj00000C38CPIAZ,District of Columbia PARCC Grade 3 Math,District of Columbia,Grade 3
01tWj00000C38CQIAZ,District of Columbia PARCC Grade 4 ELA,District of Columbia,Grade 4
01tWj00000C38CRIAZ,District of Columbia PARCC Grade 4 Math,District of Columbia,Grade 4
01tWj00000C38CSIAZ,District of Columbia PARCC Grade 5 ELA,District of Columbia,Grade 5
01tWj00000C38CTIAZ,District of Columbia PARCC Grade 5 Math,District of Columbia,Grade 5
01tWj00000C38CUIAZ,District of Columbia PARCC Grade 6 ELA,District of Columbia,Grade 6
01tWj00000C38CVIAZ,District of Columbia PARCC Grade 6 Math,District of Columbia,Grade 6
01tWj00000C38CWIAZ,District of Columbia PARCC Grade 7 ELA,District of Columbia,Grade 7
01tWj00000C38CXIAZ,District of Columbia PARCC Grade 7 Math,District of Columbia,Grade 7
01tWj00000C38CYIAZ,District of Columbia PARCC Grade 8 ELA,District of Columbia,Grade 8
01tWj00000C38CZIAZ,District of Columbia PARCC Grade 8 Math,District of Columbia,Grade 8
01tWj00000C38cEIAR,Tennessee TCAP Success Geometry EOC,Tennessee,Grade 10;Grade 11;Grade 12;Grade 9
01tWj00000C38cAIAR,Tennessee TCAP SUCCESS Grade 6 Social Studies,Tennessee,Grade 6
01tWj00000C38c9IAB,Tennessee High School Social Studies Bundle,Tennessee,Grade 10;Grade 11;Grade 12;Grade 9
01tWj00000C38c1IAB,Smarter Balanced in Math 8th Grade,Connecticut;Delaware;Hawaii;Idaho;Oregon;Washington,Grade 8
01tWj00000C38bvIAB,Smarter Balanced in Math 7th Grade,Connecticut;Delaware;Hawaii;Idaho;Oregon;Washington,Grade 7
01tWj00000C38bpIAB,Smarter Balanced in Math 6th Grade,Connecticut;Delaware;Hawaii;Idaho;Oregon;Washington,Grade 6
01tWj00000C38bjIAB,Smarter Balanced in Math 5th Grade,Connecticut;Delaware;Hawaii;Idaho;Oregon;Washington,Grade 5
01tWj00000C38bdIAB,Smarter Balanced in Math 4th Grade,Connecticut;Delaware;Hawaii;Idaho;Oregon;Washington,Grade 4
01tWj00000C38bXIAR,Smarter Balanced in Math 3rd Grade,Connecticut;Delaware;Hawaii;Idaho;Oregon;Washington,Grade 3
01tWj00000C38bRIAR,Smarter Balanced in English Language Arts 8th Grade,Connecticut;Delaware;Hawaii;Idaho;Oregon;Washington,Grade 8
01tWj00000C38bLIAR,Smarter Balanced in English Language Arts 7th Grade,Connecticut;Delaware;Hawaii;Idaho;Oregon;Washington,Grade 7
01tWj00000C38bFIAR,Smarter Balanced in English Language Arts 6th Grade,Connecticut;Delaware;Hawaii;Idaho;Oregon;Washington,Grade 6
01tWj00000C38b9IAB,Smarter Balanced in English Language Arts 5th Grade,Connecticut;Delaware;Hawaii;Idaho;Oregon;Washington,Grade 5
01tWj00000C38b3IAB,Smarter Balanced in English Language Arts 4th Grade,Connecticut;Delaware;Hawaii;Idaho;Oregon;Washington,Grade 4
01tWj00000C38axIAB,Smarter Balanced in English Language Arts 3rd Grade,Connecticut;Delaware;Hawaii;Idaho;Oregon;Washington,Grade 3
01tWj00000C38aoIAB,North Carolina English II EOC: Testing Booklet,North Carolina,Grade 10;Grade 11
01tWj00000C38amIAB,North Carolina English II EOC: Instruction Book,North Carolina,Grade 10;Grade 11
01tWj00000C38akIAB,Nevada Academic Content Standards in Math II,Nevada,Grade 10;Grade 11;Grade 12;Grade 9
01tWj00000C38agIAB,Nevada Academic Content Standards in Math I,Nevada,Grade 10;Grade 11;Grade 12;Grade 9
01tWj00000C38acIAB,Nevada Academic Content Standards in Grade 8 Mathematics,Nevada,Grade 8
01tWj00000C38abIAB,Nevada Academic Content Standards in Grade 8 English Language Arts,Nevada,Grade 8
01tWj00000C38aaIAB,Nevada Academic Content Standards in Grade 7 Mathematics,Nevada,Grade 7
01tWj00000C38aZIAR,Nevada Academic Content Standards in Grade 7 English Language Arts,Nevada,Grade 7
01tWj00000C38aYIAR,Nevada Academic Content Standards in Grade 6 Mathematics,Nevada,Grade 6
01tWj00000C38aXIAR,Nevada Academic Content Standards in Grade 6 English Language Arts,Nevada,Grade 6
01tWj00000C38aWIAR,Nevada Academic Content Standards in Grade 5 Mathematics,Nevada,Grade 5
01tWj00000C38aVIAR,Nevada Academic Content Standards in Grade 5 English Language Arts,Nevada,Grade 5
01tWj00000C38aUIAR,Nevada Academic Content Standards in Grade 4 Mathematics,Nevada,Grade 4
01tWj00000C38aTIAR,Nevada Academic Content Standards in Grade 4 English Language Arts,Nevada,Grade 4
01tWj00000C38aSIAR,Nevada Academic Content Standards in Grade 3 Mathematics,Nevada,Grade 3
01tWj00000C38aRIAR,Nevada Academic Content Standards in Grade 3 English Language Arts,Nevada,Grade 3
01tWj00000C38aQIAR,Nevada Academic Content Standards in English II,Nevada,Grade 10;Grade 11;Grade 12;Grade 9
01tWj00000C38aMIAR,Nevada Academic Content Standards in English I,Nevada,Grade 10;Grade 11;Grade 12;Grade 9
01tWj00000C38tkIAB,Common Core in Grade 1 Mathematics,Alaska;Arizona;Arkansas;California;Colorado;Connecticut;Delaware;District of Columbia;Florida;Hawaii;Idaho;Illinois;Indiana;Iowa;Kansas;Maine;Maryland;Massachusetts;Michigan;Minnesota;Mississippi;Missouri;Montana;Nebraska;Nevada;New Hampshire;New Jersey;New Mexico;New York;North Dakota;Ohio;Oregon;Pennsylvania;Rhode Island;South Dakota;Texas;Utah;Vermont;Virginia;Washington;West Virginia;Wisconsin;Wyoming,Grade 1
01tWj00000C39LHIAZ,Common Core in Grades 11-12 English Language Arts,Alaska;Arizona;California;Colorado;Connecticut;Delaware;District of Columbia;Florida;Hawaii;Idaho;Illinois;Indiana;Iowa;Kansas;Maine;Maryland;Massachusetts;Michigan;Minnesota;Mississippi;Missouri;Montana;Nebraska;Nevada;New Hampshire;New Jersey;New Mexico;New York;North Dakota;Ohio;Oregon;Pennsylvania;Rhode Island;South Dakota;Texas;Utah;Vermont;Virginia;Washington;West Virginia;Wisconsin;Wyoming,Grade 11;Grade 12
01tWj00000C39JaIAJ,Common Core in Grade 8 Mathematics,Alaska;Arizona;California;Colorado;Connecticut;Delaware;District of Columbia;Florida;Hawaii;Idaho;Illinois;Indiana;Iowa;Kansas;Maine;Maryland;Massachusetts;Michigan;Minnesota;Mississippi;Missouri;Montana;Nebraska;Nevada;New Hampshire;New Jersey;New Mexico;New York;North Dakota;Ohio;Oregon;Pennsylvania;Rhode Island;South Dakota;Texas;Utah;Vermont;Virginia;Washington;West Virginia;Wisconsin;Wyoming,Grade 8
